sku,invoice_number,invoice_date_parsed,item_number,item_title,category,qty,bid_amount,msrp,bid_to_msrp_ratio,discount_pct,line_cost,projected_sale_price_per_unit,projected_revenue,projected_profit
SKU0083,020725-3501-209980,2025-02-07,201,NINESTARS Automatic Touchless Motion Sensor,Bedding & Textiles,1.0,22.0,69.98,0.31437553586739064,0.6856244641326094,22.0,48.986,48.986,26.985999999999997
SKU0084,020725-3501-209980,2025-02-07,367,Stair Basket Felt Staircase Organizer with Handles,Home Decor,1.0,5.0,10.99,0.4549590536851683,0.5450409463148317,5.0,7.693,7.693,2.6929999999999996
SKU0085,020725-3501-209980,2025-02-07,372,Ceiling Light,Lighting & Electrical,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0086,020725-3501-209980,2025-02-07,383,"Yecaye Office Chair Mat for Hardwood Floor, Clear Office",Furniture,1.0,11.0,29.99,0.3667889296432144,0.6332110703567856,11.0,20.993,20.993,9.992999999999999
SKU0087,020725-3501-209980,2025-02-07,398,Aosky Cordless Roller Blind,Window Treatments,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0088,020725-3501-209980,2025-02-07,430,Mystery Pallet,Miscellaneous,1.0,205.0,,,,205.0,307.5,307.5,102.5
SKU0081,021925-3501-211566,2025-02-19,468,Cycling Shorts Size XL,Apparel,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0082,021925-3501-211566,2025-02-19,527,Wi-Fi Camera,Electronics & Small Appliances,1.0,15.0,,,,15.0,22.5,22.5,7.5
SKU0078,022025-3501-211717,2025-02-20,514,"Gray Top, Size XL",Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0079,022025-3501-211717,2025-02-20,520,"Mystery Clothing Item, Size XL",Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0080,022025-3501-211717,2025-02-20,556,REMBRANDT Intense Stain Whitening Toothpaste With,Health & Personal Care,1.0,5.0,14.99,0.333555703802535,0.666444296197465,5.0,10.493,10.493,5.493
SKU0079,022025-3501-211717,2025-02-20,623,"Mystery Clothing Item, Size XL",Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0076,022125-3501-211869,2025-02-21,41,"Threshold Potted Faux Plant, Set of 4",Miscellaneous,1.0,2.0,20.0,0.1,0.9,2.0,14.0,14.0,12.0
SKU0077,022125-3501-211869,2025-02-21,70,Ainope Car Charger Adapter,Electronics & Small Appliances,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0063,030525-3501-213320,2025-03-05,388,FULLFITALL Womens Swimsuits Plus Size Tankini Two,Apparel,1.0,11.0,29.99,0.3667889296432144,0.6332110703567856,11.0,20.993,20.993,9.992999999999999
SKU0064,030525-3501-213320,2025-03-05,394,Fullfitall Floral Swimsuit Size 14,Apparel,1.0,6.0,,,,6.0,9.0,9.0,3.0
SKU0065,030525-3501-213320,2025-03-05,395,Fullfitall Swimsuit Size 14,Apparel,1.0,6.0,,,,6.0,9.0,9.0,3.0
SKU0063,030525-3501-213320,2025-03-05,396,FULLFITALL Womens Swimsuits Plus Size Tankini Two,Apparel,1.0,11.0,29.99,0.3667889296432144,0.6332110703567856,11.0,20.993,20.993,9.992999999999999
SKU0066,030525-3501-213320,2025-03-05,397,Prinstory Women's Casual Medium Print Clothing Item,Miscellaneous,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0067,030525-3501-213320,2025-03-05,402,Premium Ultra Soft Womens High Waisted Capri Leggings -,Apparel,1.0,4.25,,,,4.25,6.375,6.375,2.125
SKU0068,030525-3501-213320,2025-03-05,407,"MANGDIUP Women's Classic Crewneck T-Shirt (Mocha, XL)",Apparel,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0069,030525-3501-213320,2025-03-05,421,"Made by Design Non-Stick Cake Pan 9""x13""",Miscellaneous,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0070,030525-3501-213320,2025-03-05,450,"Bentex MAXXIM Seamless Leggings, Large",Apparel,1.0,5.0,,,,5.0,7.5,7.5,2.5
SKU0071,030525-3501-213320,2025-03-05,464,"GRECERELLE Women's Casual Colorblock Tunic, Leopard",Miscellaneous,1.0,7.0,,,,7.0,10.5,10.5,3.5
SKU0072,030525-3501-213320,2025-03-05,466,"GRECERELLE Light Blue Floral Dress, Medium",Lighting & Electrical,1.0,4.88,,,,4.88,7.32,7.32,2.4400000000000004
SKU0070,030525-3501-213320,2025-03-05,478,"Bentex MAXXIM Seamless Leggings, Large",Apparel,1.0,5.0,,,,5.0,7.5,7.5,2.5
SKU0073,030525-3501-213320,2025-03-05,504,MOUEEY Women's Workout Hiking Shorts Running Athletic,Apparel,1.0,6.0,19.99,0.3001500750375188,0.6998499249624812,6.0,13.992999999999999,13.992999999999999,7.9929999999999986
SKU0074,030525-3501-213320,2025-03-05,505,Souactimuy Women's Button Down Plaid Shirt,Apparel,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0075,030525-3501-213320,2025-03-05,506,"Ribbed Midi Dress Orange, Large",Apparel,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0009,030725-3501-213780,2025-03-07,152,Allen+Roth 21-in 3-Light Chrome Modern/Contemporary,Lighting & Electrical,1.0,2.0,84.98,0.023534949399858788,0.9764650506001412,2.0,59.486,59.486,57.486
SKU0058,032625-3501-216427,2025-03-26,708,3 Pack Molic Dish Drying Mat for Kitchen Counter Easy,Bedding & Textiles,1.0,6.0,,,,6.0,9.0,9.0,3.0
SKU0059,032625-3501-216427,2025-03-26,709,"2 Pack Amazon Basics USB-A 3.0 Extension Cable, 4.8Gbps",Miscellaneous,1.0,3.0,17.06,0.1758499413833529,0.8241500586166471,3.0,11.941999999999998,11.941999999999998,8.941999999999998
SKU0060,032625-3501-216427,2025-03-26,721,4-Piece Cantilever Offset Patio Umbrella Stand Square Base,Miscellaneous,1.0,1.0,114.99,0.008696408383337682,0.9913035916166624,1.0,80.493,80.493,79.493
SKU0061,032625-3501-216427,2025-03-26,722,"Kichler Lighting Camerena 36"" 4 Light Vanity Light with White",Lighting & Electrical,1.0,3.0,229.99,0.013044045393277968,0.986955954606722,3.0,160.993,160.993,157.993
SKU0061,032625-3501-216427,2025-03-26,723,"Kichler Lighting Camerena 36"" 4 Light Vanity Light with White",Lighting & Electrical,1.0,3.0,229.99,0.013044045393277968,0.986955954606722,3.0,160.993,160.993,157.993
SKU0062,032625-3501-216427,2025-03-26,733,Hand Paper Towel Dispenser Square Hand Towel Tray Wall-,Bedding & Textiles,1.0,2.0,38.9,0.05141388174807198,0.9485861182519281,2.0,27.229999999999997,27.229999999999997,25.229999999999997
SKU0043,041825-3501-219465,2025-04-18,442,HD USB Power Charger Wifi Camera,Electronics & Small Appliances,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0044,041825-3501-219465,2025-04-18,444,LASFIT LED Lighting LC6 9005 Headlight Bulbs,Automotive,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0045,041825-3501-219465,2025-04-18,446,Hapi Life XL All Purpose Bag with Carabiner & Zipper on Top,Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0046,041825-3501-219465,2025-04-18,458,Truck Running Boards,Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0047,041825-3501-219465,2025-04-18,473,Set of 2 Amazon Essentials Men's Full-Zip Polar Fleece Vest,Miscellaneous,1.0,4.0,34.8,0.1149425287356322,0.8850574712643678,4.0,24.359999999999996,24.359999999999996,20.359999999999996
SKU0048,041825-3501-219465,2025-04-18,487,7inch HDMI LCD B for Various Systems Raspberry,Miscellaneous,1.0,9.72,49.99,0.19443888777755552,0.8055611122224444,9.72,34.993,34.993,25.273000000000003
SKU0049,041825-3501-219465,2025-04-18,489,Oucam P2 Mini Wireless WIFI Camera,Electronics & Small Appliances,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0050,041825-3501-219465,2025-04-18,514,"Cat Backpack Carrier, Pet Cat Carrier with Ventilated Design",Pet Supplies,1.0,4.0,26.99,0.14820303816228234,0.8517969618377177,4.0,18.892999999999997,18.892999999999997,14.892999999999997
SKU0051,041825-3501-219465,2025-04-18,520,"SimpleHome 100% Blackout Curtains for Bedroom,Thermal",Bedding & Textiles,1.0,4.0,28.99,0.1379786133149362,0.8620213866850638,4.0,20.293,20.293,16.293
SKU0052,041825-3501-219465,2025-04-18,525,FEMELI Acrylic Floating Shelves,Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0053,041825-3501-219465,2025-04-18,527,"Drillmaster 120V 7-1/4"" Circular Saw",Tools & Hardware,1.0,9.05,29.99,0.3017672557519173,0.6982327442480827,9.05,20.993,20.993,11.942999999999998
SKU0054,041825-3501-219465,2025-04-18,561,"Govee 32.8ft RGBIC LED Strip Lights, WiFi Color Changing",Lighting & Electrical,1.0,10.0,49.99,0.20004000800160032,0.7999599919983997,10.0,34.993,34.993,24.993000000000002
SKU0055,041825-3501-219465,2025-04-18,564,Multifunctional Portable Reading Book Stand (Black),Furniture,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0056,041825-3501-219465,2025-04-18,572,Segal S 4752 Fixed Window Guard – Adjustable Child Safety,Furniture,1.0,1.0,35.92,0.027839643652561245,0.9721603563474388,1.0,25.144,25.144,24.144
SKU0057,041825-3501-219465,2025-04-18,575,"Teckin SP20 Smart Wi-Fi Plug, 4 Pack",Miscellaneous,1.0,8.0,29.99,0.26675558519506504,0.733244414804935,8.0,20.993,20.993,12.992999999999999
SKU0016,042425-3501-220504,2025-04-24,610,"L-Shaped Corner Desk, White",Furniture,1.0,16.0,,,,16.0,24.0,24.0,8.0
SKU0017,042425-3501-220504,2025-04-24,619,Abstract Modern Picture Wall Art: Blue Artwork Painting on,Home Decor,1.0,8.0,107.99,0.07408093341976109,0.9259190665802389,8.0,75.59299999999999,75.59299999999999,67.59299999999999
SKU0018,042425-3501-220504,2025-04-24,627,"Regalo 56-Inch Extra WideSpan Walk Through Baby Gate,",Baby & Safety,1.0,2.0,64.99,0.030773965225419298,0.9692260347745807,2.0,45.492999999999995,45.492999999999995,43.492999999999995
SKU0019,042425-3501-220504,2025-04-24,630,Coaster Home Furnishings Marbrisa Slat Back Side Chairs,Furniture,1.0,23.0,175.0,0.13142857142857142,0.8685714285714285,23.0,122.49999999999999,122.49999999999999,99.49999999999999
SKU0020,042425-3501-220504,2025-04-24,638,Roomratv Flush Mount Ceiling Light with Night Light and,Lighting & Electrical,1.0,7.0,,,,7.0,10.5,10.5,3.5
SKU0021,042425-3501-220504,2025-04-24,640,Summer Infant Wood Banister & Stair Safety Pet and Baby,Pet Supplies,1.0,3.0,119.99,0.025002083506958914,0.9749979164930411,3.0,83.993,83.993,80.993
SKU0022,042425-3501-220504,2025-04-24,642,"LED Picture Light Fixtures 16.54 Inches, Modern Metal",Lighting & Electrical,1.0,2.0,68.88,0.029036004645760744,0.9709639953542393,2.0,48.215999999999994,48.215999999999994,46.215999999999994
SKU0023,042425-3501-220504,2025-04-24,650,"Sun Smart Blakesly Blackout Curtains Patio Window, Ikat",Bedding & Textiles,1.0,4.0,36.99,0.10813733441470667,0.8918626655852934,4.0,25.893,25.893,21.893
SKU0024,042425-3501-220504,2025-04-24,652,Hampton Bay Olgelthorpe 22 in. 3-Light Brushed Nickel,Lighting & Electrical,1.0,3.0,79.97,0.03751406777541578,0.9624859322245842,3.0,55.979,55.979,52.979
SKU0025,042425-3501-220504,2025-04-24,659,Shur-Line Edger Pro Paint Edger,Miscellaneous,1.0,2.0,5.99,0.333889816360601,0.666110183639399,2.0,4.193,4.193,2.1929999999999996
SKU0026,042425-3501-220504,2025-04-24,663,Drop-In Oval Bathroom Sinkg,Miscellaneous,1.0,2.0,163.61,0.012224191675325468,0.9877758083246745,2.0,114.527,114.527,112.527
SKU0027,042425-3501-220504,2025-04-24,667,Swiss Madison Well Made Forever SM-WC124 Wall Bidet,Miscellaneous,1.0,1.0,129.35,0.007730962504831852,0.9922690374951681,1.0,90.54499999999999,90.54499999999999,89.54499999999999
SKU0028,042425-3501-220504,2025-04-24,675,"Flash Furniture Replacement Table Base 22""x22"" BASE",Furniture,1.0,5.0,,,,5.0,7.5,7.5,2.5
SKU0029,042425-3501-220504,2025-04-24,677,"Bostitch Collated 3 in. x .120 15 Deg., Framing Nail, 2,700",Tools & Hardware,1.0,6.0,94.99,0.06316454363617223,0.9368354563638278,6.0,66.493,66.493,60.492999999999995
SKU0030,042425-3501-220504,2025-04-24,681,"Tioncy 2pcs Multifunction Containers for Restaurant, White",Miscellaneous,1.0,5.0,,,,5.0,7.5,7.5,2.5
SKU0031,042425-3501-220504,2025-04-24,683,Cross Nail Charm Silver Decorations (Retro Silver),Tools & Hardware,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0032,042425-3501-220504,2025-04-24,688,Tumbler with Handle,Miscellaneous,1.0,6.0,,,,6.0,9.0,9.0,3.0
SKU0033,042425-3501-220504,2025-04-24,689,"Home Brilliant Decor Throw Pillow Case 12x20, Black",Bedding & Textiles,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0033,042425-3501-220504,2025-04-24,691,"Home Brilliant Decor Throw Pillow Case 12x20, Black",Bedding & Textiles,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0034,042425-3501-220504,2025-04-24,701,Mystery Jewelry Item,Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0035,042425-3501-220504,2025-04-24,705,10 Pairs LAICIGO Women's Closed Pointed Toe Knot Ankle,Miscellaneous,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0036,042425-3501-220504,2025-04-24,707,CucinaPro Meat Grinder Accessories,Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0037,042425-3501-220504,2025-04-24,708,3-Panel Wrought Iron Metal Fireplace Screen Cover w/ Scroll,Miscellaneous,1.0,4.0,218.99,0.01826567423170008,0.9817343257682999,4.0,153.293,153.293,149.293
SKU0038,042425-3501-220504,2025-04-24,709,3-Light Vanity Wall Sconce with Frosted Glass,Lighting & Electrical,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0039,042425-3501-220504,2025-04-24,711,"Mainstays 1"" Cordless Vinyl Light Filtering Blinds, 1-Piece,",Lighting & Electrical,1.0,1.0,15.97,0.06261740763932373,0.9373825923606762,1.0,11.179,11.179,10.179
SKU0040,042425-3501-220504,2025-04-24,712,Bamboo Blinds,Window Treatments,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0041,042425-3501-220504,2025-04-24,713,Flynix Bathroom Vanity Light 24 Inch 20W Modern Wall Light,Lighting & Electrical,1.0,5.0,55.99,0.0893016610108948,0.9106983389891052,5.0,39.193,39.193,34.193
SKU0042,042425-3501-220504,2025-04-24,719,Electric Trailer Jack,Miscellaneous,1.0,46.0,,,,46.0,69.0,69.0,23.0
SKU0004,042525-3501-220704,2025-04-25,104,"wansview Outdoor Security Camera, 1080P Wireless WiFi",Electronics & Small Appliances,1.0,25.0,,,,25.0,37.5,37.5,12.5
SKU0005,042525-3501-220704,2025-04-25,108,Hampton Bay 3-Light White Ceiling Spotlight,Lighting & Electrical,1.0,3.0,24.97,0.12014417300760914,0.8798558269923908,3.0,17.479,17.479,14.479
SKU0006,042525-3501-220704,2025-04-25,121,Convertible Backpack Messenger Shoulder bag Laptop Case,Apparel,1.0,20.98,52.99,0.395923759199849,0.604076240800151,20.98,37.092999999999996,37.092999999999996,16.112999999999996
SKU0007,042525-3501-220704,2025-04-25,122,"36"" Wood Mantel Shelf Brown - Hearth & Hand™ with",Furniture,1.0,3.0,29.99,0.10003334444814939,0.8999666555518506,3.0,20.993,20.993,17.993
SKU0008,042525-3501-220704,2025-04-25,127,Glass Cutting Board,Miscellaneous,1.0,10.0,,,,10.0,15.0,15.0,5.0
SKU0009,042525-3501-220704,2025-04-25,129,Allen+Roth 21-in 3-Light Chrome Modern/Contemporary,Lighting & Electrical,1.0,2.0,84.98,0.023534949399858788,0.9764650506001412,2.0,59.486,59.486,57.486
SKU0010,042525-3501-220704,2025-04-25,133,Charcoal Grill,Miscellaneous,1.0,12.0,,,,12.0,18.0,18.0,6.0
SKU0011,042525-3501-220704,2025-04-25,136,Duralast Gold C.V. Shaft Assembly,Miscellaneous,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0012,042525-3501-220704,2025-04-25,140,VCNY 84-inch Blackout Panel Pair Curtain,Bedding & Textiles,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0013,042525-3501-220704,2025-04-25,143,"BGment Privacy Blackout Curtain Panel 7ft Tall, Navy Blue",Bedding & Textiles,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0014,042525-3501-220704,2025-04-25,146,Mystery Item,Miscellaneous,1.0,25.0,,,,25.0,37.5,37.5,12.5
SKU0015,042525-3501-220704,2025-04-25,149,Bamboo Pendant Light,Lighting & Electrical,1.0,6.0,,,,6.0,9.0,9.0,3.0
SKU0001,042525-3501-220704,2025-04-25,58,VEVOR Commercial Indoor Air Curtain Super Power 2,Bedding & Textiles,1.0,39.0,153.99,0.25326319890902005,0.74673680109098,39.0,107.793,107.793,68.793
SKU0002,042525-3501-220704,2025-04-25,75,"Beauty Accessories, 2 Pairs if Earrings, 1 Headband",Miscellaneous,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0003,042525-3501-220704,2025-04-25,79,HeimVision HM211 Outdoor Wi-Fi Security Camera,Electronics & Small Appliances,1.0,25.0,,,,25.0,37.5,37.5,12.5
